Transcript ID,heatmap_label,SAM6D,SAM17D,SAM38D,AM,Cotyledon,Leaf,Hypocotyl,tau
Glyma.12G071000.1,Glyma.12G071000|GmARF4_A.1,0.6294324096271597,1,0.6531451207106483,0.6552518132719096,0,0.7136107243180639,0.20512629291671455,0.5239056065259172
Glyma.12G071000.2,Glyma.12G071000|GmARF4_A.2,0.030999535420472936,0,0.23059368456473264,0.9435388815745989,0.4783021753011307,0,1,0.7194276205231774
Glyma.12G076200.1,Glyma.12G076200|GmARF10/16_C.1,0.3391252640674099,0.3501379975891953,0.6477890293387982,1,0.13665564166838012,0.1848440163041631,0.24938109452963012,0.6820111594170705
Glyma.12G164100.1,Glyma.12G164100|GmARF1_A.1,0.7163513060024855,1,0.5713988063409646,0.787796287740419,0.41021442979838235,0.5041967983302049,0.5885646747940282,0.40357961616558596
Glyma.12G171000.9,Glyma.12G171000|GmARF4_C.9,0.9135684062966202,1,0.4414353876228201,0.36642536695989164,0.3380096069756675,0,0.16921566610079394,0.6285575943407011
Glyma.12G174100.1,Glyma.12G174100|GmARF10/16_A.1,0.36250181102389273,0.5878071312350176,0.42894406625081466,0.6669720810101069,1,0.26992010867616734,0.9455632001909495,0.4563819336021752
Glyma.13G084700.1,Glyma.13G084700|GmARF17_D.1,0.8986101393029956,0.8422948811897819,0.8200898238279642,1,0.5763793053055852,0.5232164029550166,0.7640437766151685,0.26256094513391465
Glyma.13G112600.1,Glyma.13G112600|GmARF7/19_D.1,0.4173842594569195,0.417418350451282,0.2157143570567841,0.3178730350455422,0.2630153206351819,0.20189003836562988,1,0.6944507731647768
Glyma.13G127000.3,Glyma.13G127000|GmIAA12-13-C.3,0.45849048539863213,0.4563833289450332,0.38298652030913316,0.4321246398532946,0.37368423943435214,0.28709189237805477,1,0.6015398156135833
Glyma.13G140600.2,Glyma.13G140600|GmARF17_B.2,0.580604361973785,1,0.4525867499788634,0.8179545131796758,0.34919387866366064,0.2785244066631859,0.5046281413697951,0.5027513246951724
Glyma.13G174000.1,Glyma.13G174000|GmARF3_B.1,0.4377327183415474,1,0.33737661352855763,0.43786941053592177,0.02810065543334203,0.025440473804305006,0.598632992106344,0.6891411893749971
Glyma.13G221400.2,Glyma.13G221400|GmARF6_C.2,0.483931899630869,1,0.4404900235630931,0.745680049814965,0.027304187538491148,0.4259468663134834,0.6186510139897595,0.5429993265248898
Glyma.13G234200.1,Glyma.13G234200|GmARF3_C.1,0.85397474741552,1,0.6677374699228041,0.889117358899705,0.2710908174067673,0.5846983787187603,0.7492277032518375,0.3306922540641009
Glyma.13G325200.1,Glyma.13G325200|GmARF10/16_B.1,0.5259820253619187,1,0.6357248509463044,0.76306683852622,0.14460813893000887,0.11956354280008287,0.180362815821414,0.6051152979356752
Glyma.13G354100.6,Glyma.13G354100|GmIAA18/26/28-C.6,0.682702092047844,1,0.3548878246933843,0.33735063698825696,0.10787262776056106,0.07409275958238742,0.1769698635895085,0.7110206992230096
Glyma.13G354100.8,Glyma.13G354100|GmIAA18/26/28-C.8,0.7701641293285684,0.3871470846620576,0.200777105931336,0.618747970252083,0.30175628454419323,1,0.16483866079990067,0.5927614607469769
Glyma.13G354100.11,Glyma.13G354100|GmIAA18/26/28-C.11,1,0.8218080758207885,0.7516651663787782,0.3632393555723143,0.029653313508769152,0,0.12158755137188267,0.6520077562245779
Glyma.13G356600.1,Glyma.13G356600|GmIAA27-E.1,0.20336956174800164,0.2946971409717731,0.664915415930431,0.7208471125420606,0.08929779343385041,0.036056390636891915,1,0.6651360974561652
Glyma.13G361100.1,Glyma.13G361100|GmIAA6/19-A.1,0.04319542999351933,0.04612144987207206,0.08545813606981713,0.07626284968578752,0.05949313522896519,0.10802176774321334,1,0.9302412052344375
Glyma.13G361200.2,Glyma.13G361200|GmIAA15-A.2,0.07453149791238818,0.31526033827185745,0.3733783559955143,0.5717442895014803,0.01558929665629121,0.04865651567496432,1,0.7668066176645841
Glyma.13G361200.3,Glyma.13G361200|GmIAA15-A.3,0.10877654777757641,0.16619382776214373,0.21586716408893672,0.15443077176719752,0,0.1565428197964433,1,0.8663648114679504
Glyma.14G032700.1,Glyma.14G032700|GmARF6_F.1,0.45668347365581413,0.4995335633759274,0.3635046241712799,1,0.5660836524978579,0.4283045911399218,0.6562188461697267,0.5049452081649121
Glyma.14G032700.2,Glyma.14G032700|GmARF6_F.2,0.5480977220061434,1,0.494812826326229,0.6734874637600737,0.4664494287700302,0.07018305561095448,0.7103196623661352,0.5061083068600724
Glyma.14G179500.1,Glyma.14G179500|GmAFB4/5_C.1,1,0.8596401232524652,0.4362855411623428,0.9536983303266213,0.3729727494680503,0.8372546724909901,0.7654137601284423,0.29578913719518135
Glyma.14G185400.1,Glyma.14G185400|GmIAA8-9-G.1,0.932956518323274,0.9946774359408119,0.6307448573937502,0.640456495834615,0.42725889520304283,0.2320893685721669,1,0.35696940478872324
Glyma.14G208500.1,Glyma.14G208500|GmARF8_D.1,0.7522246419090521,1,0.47664903712769435,0.7864077552662952,0.11703240488184968,0.2849446862225385,0.5725992728827202,0.5016903669516416
Glyma.14G217700.1,Glyma.14G217700|GmARF5_A.1,0.6958679022822482,1,0.3097651291693953,0.26803987358776077,0.06967930778608983,0.08163937776989172,0.05303840488093443,0.7536616674206132
Glyma.15G017500.1,Glyma.15G017500|GmIAA27-F.1,0.10632839187690599,0.11555084693836032,0.1495641271048228,0.2024524535364666,0.09460560851176411,0.06109997266573301,1,0.8783997665609912
Glyma.15G017500.3,Glyma.15G017500|GmIAA27-F.3,0,0.6393917972710559,1,0.9287774097832454,0,0.5805080493767303,0,0.6418871239281614
Glyma.15G020300.1,Glyma.15G020300|GmIAA18/26/28-D.1,0.6039753237269084,1,0.40653783605659755,0.5645411081289526,0.39909648277411247,0.24018843865729675,0.2959692449284759,0.5816152609546094
Glyma.15G091000.1,Glyma.15G091000|GmARF6_D.1,0.4552417315531291,1,0.5685432299178382,0.9890357010883238,0.10921707213610787,0.12063240946682349,0.4089739433310347,0.5580593187511238
Glyma.15G091000.4,Glyma.15G091000|GmARF6_D.4,1,0,0.5790889474485446,0.6957974038243274,0.24439023534563645,0,0.9935848428547533,0.5811897617544564
Glyma.15G142600.2,Glyma.15G142600|GmARF13_A.2,0.983979119594688,1,0.35243233022194775,0.7469764296982137,0.7669478630448365,0.6701036053831319,0.4514808766561881,0.33801329590016566
Glyma.15G181000.2,Glyma.15G181000|GmARF7/19_B.2,0.8663969755365628,1,0.42540212581990194,0.659080173452259,0.11642271878079996,0.5307287708132087,0.629657524954602,0.4620519517737776
Glyma.16G000300.1,Glyma.16G000300|GmARF1_B.1,0.8176529098190877,1,0.49608250340989457,0.6271366678257847,0.4021557135101404,0.5220636764814945,0.6509223049783867,0.4139977039958686
Glyma.16G023600.2,Glyma.16G023600|GmARF11/18_A.2,0.8910710791318291,1,0.37771310264019764,0.36524058978350604,0.09768759304664766,0.41071482590780584,0.01414034348812617,0.6405720776669813
Glyma.16G050500.1,Glyma.16G050500|GmAFB2/3_B.1,0.9339786557295946,1,0.4354961644691843,0.6333742165055248,0.31725575115269705,0.3654634917805765,0.3090373795430495,0.5008990568032289
Glyma.17G047100.1,Glyma.17G047100|GmARF7/19_C.1,0.8446857900509768,1,0.4096078418038846,0.4392840095879766,0.3561010641137698,0.2164044277619581,0.8107645683551342,0.48719204972104996
Glyma.17G112300.1,Glyma.17G112300|GmIAA29-D.1,0.3543866850706898,0.7232326255242029,0.4815660285048059,0.34613541229362177,0.05828295156986017,0.12136095694062901,1,0.6525058900160318
Glyma.17G256500.1,Glyma.17G256500|GmARF5_B.1,1,0.8597998591159214,0.25241486175638456,0.2794802428335689,0.04355287917364631,0.10522761862270229,0.0372683806078676,0.7370426929816515
Glyma.18G046800.1,Glyma.18G046800|GmARF8_B.1,0.6822452824164246,1,0.43598520197134455,0.706463928726453,0.11498216694295751,0.17305050124999674,0.6315276367078787,0.5426242136641575
Glyma.18G184500.1,Glyma.18G184500|GmARF9_D.1,0.6512712991136883,1,0.4503672647873926,0.40383223328878165,0.01634291578092336,0,0.2988418500587141,0.69655740616175
Glyma.19G100200.1,Glyma.19G100200|GmAFB2/3_A.1,0.808831704183425,1,0.4154489068508207,0.5588012200248844,0.16656280012822466,0.36393539227801214,0.25554581992083464,0.5718123594356331
Glyma.19G161000.1,Glyma.19G161000|GmIAA1-4-E.1,0.008308326539606817,0.01970368484891697,0,0.03454442533755362,0.1803033159142401,0.050396074178904224,1,0.9511240288634631
Glyma.19G161000.3,Glyma.19G161000|GmIAA1-4-E.3,0.018042743294250516,0.013057600744750474,0.01650488069867215,0.025268979803898084,0.23151751350417749,0.039048173811585665,1,0.9427600180237775
Glyma.19G161100.1,Glyma.19G161100|GmIAA16-G.1,0.0024420957043395437,0.0028032734826016503,0.006497179753933585,0.018388609541747376,0.01349934950575104,0.0037451331582606957,1,0.9921040598088943
Glyma.19G181900.2,Glyma.19G181900|GmARF17_C.2,0.43662891817918825,0.773025850368786,0.7202565834234554,1,0.6031202541768258,0.28588796184740467,0.7142917307799331,0.41113145020406777
Glyma.19G206800.1,Glyma.19G206800|GmTIR1/AFB1_A.1,0.7011752539700479,0.8275790503474091,0.6444115356388636,1,0.2577164549171679,0.8639383296320856,0.4549230567087443,0.3750427197976136
Glyma.19G245200.1,Glyma.19G245200|GmIAA16-D.1,0.16719446501168972,0.2051025223690006,0.3216018178935314,0.3970207727433262,0.29214266196715216,0.08849946763351901,1,0.7547397153969636
Glyma.20G180000.1,Glyma.20G180000|GmARF10/16_F.1,1,0.7779357975791605,0.6072759908804611,0.7553881892898993,0.20249420082415184,0.2684606615423203,0.377487062041051,0.5018263496404927
Glyma.20G210400.1,Glyma.20G210400|GmIAA7/14/17-B.1,0.0026208210308869,0.0012960158090604358,0.002278825273317989,0.006564666088564488,0.06573330837241181,0.0015340569854935312,1,0.9866620510733775
Glyma.20G210500.1,Glyma.20G210500|GmIAA1-4-B.1,0.041715210581097846,0.15778397873763902,0.2559706959591143,0.2434930497677354,0.08515836740681908,0.07144452714264576,1,0.8574056950674914
Glyma.20G225000.1,Glyma.20G225000|GmIAA16-B.1,0.6397491048979358,1,0.5952617975683768,0.5799150974254741,0.36963492061604997,0.14555268068349272,0.7067357313331051,0.4938584445792609
