AM,OF,IAM,IBM,RootTip,Cotyledon,Hypocotyl,SAM6D,SAM17D,SAM38D,Callus,Leaf,Root,Nodule
0.29350641165031094,0.05535233409622359,0.5817515139416857,0.5617671095158662,0,0,0,0.5360810876370845,0.6706934653106355,0.01881404933153952,0.7283721275314868,0.039604849567451764,0.5837161039265047,-0.08865539181572799
0.1996838856919496,-0.4466097767574178,0.5636152687775355,0.5566448552466717,0.37791936833686596,0,0,0.24772267731998104,0,0.032635681085333025,0.6382559731823234,0.40287566800272884,0,0
0.7468837298191212,0.3183849695818614,0.46062380516068385,0.34502831441377746,-0.1758917465757293,-0.0417262210761317,0.10708780714492576,0.824224336620693,0.3264816938332357,0.48636246003673067,0.38272719087604096,0.6892112429114047,-0.17477841882237355,-0.5856150183117883
0.616605940189858,0.25178855520398363,0.2768704002018835,0.7002627103641003,0.056956658816034254,-0.7728643230215546,0.14410229816429235,0.4257384408630492,0.5166723170161781,0.23451070324341325,-0.016704407652467144,0.30536555903451856,-0.23389736776166806,-0.17704384220185806
-0.406951087053325,0,0,0,0.23455397933988126,0,0.8366411109315169,-0.17428250283753602,-0.06697863906044667,-0.4756311438764742,0,-0.5917464631976443,0,0
-0.8227810406672837,0.9077094059425803,0,0,0.3725347758859882,0,0.706067646016186,0,0,-0.21221091795748775,0,-0.44534975086277084,0,0
0,0,0,0,0,-0.38144465066403527,1.0010351223565432,0.06272522138177983,0,0,-0.8506946530307732,0.03204832452052432,-0.5988028669599582,0
0,0.47491261698819826,0,0,0.035641830235783205,0,0.7673075828130419,0,0,0.7260015839787674,0,0.13866735239773564,0.12817721768350765,0
0.4478534312090227,0.7328274355793039,0,0,0.4540818127753316,0,1.6323279463049076,-0.005532828240650184,0,0.4128884148675938,0,0,0,0
0,0.4086372647672198,0,-0.5157229439121602,-0.10190423359679877,0,1.4927716861222138,0,0,0,0,0,0,0
-0.2902324123926207,-0.34227886630417065,-0.9037714951817293,-0.49771903513915783,0.42527836134536545,0.6807589933339591,0.5585631415146644,0.08228402725734324,-0.22560129525572478,-0.2243698945156218,-0.6591753006404851,-0.07794128307251438,0.10808344760161188,-0.10117831924737183
-0.11746749341213665,-1.0676226431623856,0,0.5422131256227666,-0.12111012935133487,0,0.767905545896131,-0.21911408406015997,-0.5277746796945586,0,0,0,0,0
-0.7603002033133396,0.40609765592997255,0.19120920666667904,-0.11606615180191468,1.4775823608745935,-1.3782422776918466,1.7502168800382616,-1.4311063038606546,0,-0.40610944369426943,0,0.28080228840370847,0.31449775435874006,0
0.6914246349138772,1.4879934751866222,0.42665340041543903,0.6936029726833847,0.17064976603163615,0.6091519932117987,1.1891709463436084,0.8097070131144883,0.8097424838486883,0.5230499972553302,0.8757692230130825,0.49428583690899686,0.4825866258926564,0.4142769164838528
0.7404564080269831,1.1062471444488224,0.5991171440038889,0.8856860842250821,0.5616617867811458,0.2930817749117499,1.1213193235474332,0.7267355200234381,0.8282574400201022,0.5018428879133062,0.8583337774100901,0.46998392610868867,0.45840560933493824,-0.5204779542639996
0.7833522898259473,1.1762966607180767,0.5591106466163911,0.9417701433947936,0.6203240002810548,0.6921801665110301,1.0495016561669572,1.0673020832716034,1.1406068950607333,0.7529751575293767,0.6159751832249196,0.4758730375068813,0.5873287973286767,-0.4505602093118601
1.0071794959326212,1.0450764956428857,0.997419850871724,1.0710865203114384,0.7821541681488162,0.7988602851955376,1.0957356230225714,0.9517383032333515,0.9083151818936397,0.7593585168847438,0.9662339811742824,0.6886381602772957,0.838424218503982,0.2847040841194167
1.1369799885376373,0.8811633441874955,1.0272772601141842,1.2411266755823784,0.7123449152410923,0.8898606019410704,0.9540286874160497,0.7965952842918909,0.8355446620791352,0.6974899284625323,1.0126880210320282,0.7687327183067187,0.803813350464983,0.3478812681036686
0.8318855083758274,0.9044718826228773,0.9642883464395715,1.0875245617073401,0.5838714658664459,1.0077778533453672,0.983468415164064,0.5670880339509123,0.7770127039442103,0.6401785177856643,0.1731396302591039,0.43901309344759815,0.6329526519453826,0.1082561048074564
0.9988077466488254,1.1285591591766035,0.9111402366132552,0.9618435543573621,0.16811812046069555,0.7792116599805469,0.8526833690575167,0.6389202425426603,0.887001763833391,0.8562949832387794,0.5978284149313279,0.45500361514667,0.5793036647054514,0.44320554723693956
0.9030259238310886,0.8127173453832315,0.8898448752305601,1.073215854075858,0.5852552652639574,0.09732430599240532,0.6667054167926737,1.1196852193202538,1.185452397052684,0.8186719053931953,0.6690407786815502,0.35441944403138137,0.4938823786881852,0.35239285871531756
0.8438575380925619,0.6661976638756519,0.6203481513423591,0.7993984515244499,0.6662133996479009,0.4021304723895275,0.9271010785945928,0.7807270697196377,0.8238732576356337,0.5417824911244838,0.5878163275648514,0.5868653441378557,1.0065410424946415,0.37052696755586473
0.7300655830802816,0.9094832306782835,0.3996785661733361,0.7422595663340055,0.4785004085483188,0.6773194568225955,1.0826519747663366,1.181700590090318,1.1701623151415144,0.6784835976700054,1.0242063240649872,0.5127684192691252,0.7654747551016154,0.008043748217283018
0.9916296490425927,0.8708176925760759,0,1.06923599206436,0.6125658073452616,0.7581352184994965,0.7385292607009682,1.03190017074137,1.0137438688178664,0.5870118281203868,0.6666920378552825,0,0,0.37458357604891745
0.8349306842555744,0.521209239380041,0.19753416718881678,0.8584570682597144,0,0.7998741968605158,0.49938572064522235,1.2316862248701566,1.2709451528040805,0.915812298198112,0.2955402718291476,0,0,0
0.46459058292093913,0.9471480523725934,0.6256110029610021,0.9050958596148895,0.5954075902533512,1.024378189093409,0.9501102890590424,0.9511448611233426,0.6424348407896067,0.7335676622550646,0.168007226094842,0.5658859357827111,-0.4130100907442166,0
0.8417592878479385,0.541578619959808,0.4955548825879534,0.6411196887131189,0.4213975879815589,0.4720967567758462,0.6320016007788586,0.6929104291000939,0.9290301348176169,0.5847319701294386,0.3063415921026999,0.3738933925489552,-0.119943081778152,0
0.6145074410775578,0.3350800104608993,0.5518461719293235,0.695298901626753,0.029510394626393197,0.6259663845991635,0.3958399025528971,0.7341864255323121,0.741200542894693,0.2882762842719222,0.49226408819150386,0.5673424974875041,0,0.323122101846215
0.7894413771698513,0.2406206264521547,0.6768711312084744,0.8820194268002791,0.21971207166473117,0.29062195921223266,0.5337673571024452,0.723363220685737,0.8306673734185853,0.7520324593388983,0.3642214443852609,0.5138463388500404,-0.03770265804090857,0.29563350345962225
0.754314844810019,0.41988291962065755,0.7296420891950738,0.9159271062858204,0.27430451438732495,0.5150232240426459,0.6374330874141642,0.7078861593769503,0.6797790062070218,0.6681762677503005,0.5935385934404876,0.472996195571918,0.2403779926739101,0.4843227637947152
0.5961188886172162,0,0.7788104431713859,0.8837011159346149,0.34585931981109125,0.32193732541881637,1.0515724461984652,0.9730882108685851,0,0.3965353156911669,-0.023975749328473208,1.072940762283451,1.3534683441373032,0.2766370950836719
0.6374884286284728,0.5005820982595638,0.3819638787931343,0.6309191533109453,-0.08530521202917757,1.0401813292832924,0.8824556031765454,0.6131077619559951,0.8230352786969707,0.5083059828586549,0.6522980857040772,1.2522650010915883,1.1444147813799743,0.6870107984135511
0.6045737815580011,0.8792360703071826,0,0.17002131969779624,0.56583129628655,0.0016549789836011817,0.9477477120830629,0.4746940166031517,0.8961405824169845,0.5370167348523048,0.781023420635487,1.0228795472985595,0.7198620615609568,-0.2381119862557882
1.2842293324380638,1.3243482942901477,0,0.48510502911224723,0.5013845187479099,0,0.7575063346930874,0,0,1.251201735948924,0,1.2688816846026636,0.5425922888738056,0.11749534706561272
0.7757515252921001,0.9053355540921346,0.23157687646008382,0.6328853016409333,-0.5246179533969509,0.4806940799442921,0.8009917239121155,-0.7076530908289969,0,0.16383913269800354,0.3457780341896428,0,0.7948634828372043,0.3909984812268038
0,0.6986164315983767,0,0.9510944110236811,0.31738024579772817,0,1.464857945300531,0,0,0,0,0,-0.16482962529359013,0
0.5306818944306242,1.2043413892513213,0.8128465369670707,0.6392531427204441,0.5679201630411149,0,1.6086645364536016,-0.6559281612434339,0.32541261908382285,-0.008577206876901175,0,0,0,0
0.17866333674774415,0.8342646984522533,0.9879586004019468,0,0,0,1.2145366084566236,0,0,0,0,0,0,0
0.3495811359837498,0.5833691699378404,0,0.11155418628951051,-1.1703875052921735,0.551444630255096,0.40762490149972935,0,0,0,1.029757962049993,0,-0.4772076879219514,-0.738718094058426
0,0.5546420144503081,-0.03222978552486661,0.48034791718514813,-1.5078265143811216,-0.03708730746692546,1.0608090810225836,-0.03795283423074599,0,0.16937049789668787,0.7038756914364344,0.1121916219164028,0,0
0,0.47478470108968707,1.0718163429052918,1.4089422925551265,0,0,0.10539946814343687,0,0.28464072367322807,0,1.1727018328507643,0,0,0
0,0.8716151371123837,1.0915361924144387,0,0,1.2200944572583712,0.7927025190790931,0,0,0.6965850103699461,0.8740138148137265,0,0,0
0.6927385523682723,1.1051911421805767,0.6636473182721327,0.08500142814861941,0.02199385941146881,0.38069286048179,0.858767998034276,0.24920912286737446,0.9390976326229654,0.679050496133932,1.0402047272847583,0,0,0
0.3844440992655723,0.6744212063034156,0.5035016926046814,0.5659080020537782,-0.6805878553462926,0.29844565244527205,0.18649892772629492,0,0.7560138838431996,0.3295073037157707,1.1299953373487974,0,0,0
0.4159444130240619,1.1619509431950008,0.36624210363556425,0.5336406574391338,-0.4056759696806944,0.7069897071708158,0.38072322633927946,0.310235415972434,0.4398155187307304,0.09403241994426415,0.4542811305422098,0,0.5136350414686125,4.171565854586964e-4
0.789340373662979,2.0350481199179287,1.4889247818386018,0.9306119020879501,1.6417692412104437,0.655104324060095,2.5247914824442956,-0.08744583785997821,-0.027543048696235136,0.3375163647647721,-1.3410542057568888,0.09825874610054136,1.5035146345557338,1.2008064373919691
0.619195106469547,2.4234694583658327,1.19113269468453,1.1316315582774903,2.1166212308138865,1.6197679568217302,2.8019824658508945,0.22041983095925813,-0.08540723497113895,0.15969349320639778,-0.6108941892561223,-0.012176041533718825,1.7942363199352047,-0.30508958616031173
1.1669647336107956,2.724183331254644,1.863979225356039,1.455096357966832,1.6358665112186508,-0.6938667447568572,2.059601060173474,0.8666912518727724,0.8220161151212965,0.8725052586212966,0.021893938640268465,1.313073887701705,1.828554274099573,0.18565432602586754
0.8999253439932436,2.729889417721798,0.7807490152513704,0.8471816798586526,2.3309139466944195,1.4875601011788047,2.5444371072879552,0.41500875823109756,0.646049872288556,0.7167873722297757,0.43850611651470506,1.3191122872771148,1.973869369413575,0.7217709747610336
1.2596242879904753,1.9038480158104956,0.8100952834605969,1.3169773696411688,1.7868039529888697,1.1987751275442384,1.782384158113862,0,0,1.0836394798576559,0,0.8574323726767776,1.060774571521495,0
0.651087677637259,2.607244090394138,1.6442190724904409,1.2515542487308497,1.861718066042244,1.613083818815085,2.2484999693335457,0.50480253951165,0.3643633546157308,0.4661123588241364,-0.07384592571440043,0.8401006971218548,0.8020036235559296,0
1.408200028740894,1.334238802623048,1.2178193795104333,1.2294389584996126,0.2949516150891654,-1.5819142517875397,1.376483500697461,1.7749273078311723,1.4434396115780739,1.3791317107830785,0,0.4773860935859789,0,0
1.1015355443916854,1.5331659740213361,1.406054759738015,1.361930717439268,0.056690317836943074,-0.46283976971148283,1.3443337087611393,0.21667355840340366,0.8430030459754945,0.9164828479120795,-1.0731484306603871,0.03147471435642568,0,0
0.6240376461431617,1.4398693080783014,1.5893440139442687,1.3948440147090195,0,0,1.435303804306964,0.4718390758762094,0.6559186948825061,0.7694903904136886,-0.4941692560476483,0.6299369567817958,0,0
0.8237267116993346,0.916010267844849,1.106495170884995,1.3096912198291832,-0.21788226628898263,0.3693277573401461,0.9784488654515637,0.981243907734549,0,0.7439891837576915,0.19253400189563102,0,0,0
0.763028633469747,1.1427399204785764,0.9328063596272327,1.0561297825919185,0.13070356556985543,0,0.16374799203686874,0.33726613202678474,0.7295216395910152,0.7085479403093782,-0.4545704074902193,0.03063979015827486,-0.1504700302524228,-0.5930325477968555
0.6208160212266802,1.926688858962491,1.1114204041090454,1.1832764506043392,0.455739498842374,0.029231138972163853,0.6344493575302379,0.3742033953070151,0.44658686889126537,0.560099203301075,-0.5061726420659027,0,0,0
0.47954493584942987,0.6432093046949058,0,0.4217720189421784,0.9562426961682038,0,1.127441958699608,0.2451040908152696,1.2366035090161926,0.9939968358955071,-0.9013770377620912,0,0.6084883788272035,0
0.8559358057599524,0.4525435653268746,0.4789444990939572,0.7486132722330613,0.7886465390578542,0.28417820562193097,0.5546676867823683,0.977765615533634,0.8687093720250777,0.7611517268319782,-0.6370484239753929,0.40664627157755345,0.500841786531903,0.007023634891392502
0.48604206153258533,0.13616386976803693,0.3406709199387817,0.470697230600328,-0.49370201711624495,0.21735890204551325,1.105603675753586,0.523957451465439,0.7038940700693663,0.7365333034120221,-0.7009832756017075,0.22207730208189488,0.6436589173867544,0
0.7569236665677008,0.4588116830826388,0,0.8985190621460507,0,0,0.4764019019233438,0.81426811099896,-0.00427225351173951,0.8481511068606703,-0.7748148201415089,-0.37983270194274976,0,0
0.879884122485,0.4459530553229272,0.8284548791981285,0.37093034471694214,-0.25712567922084867,0,1.2881098353776348,0,1.5340143469293883,0.8108478925623139,0,0,0,0
0.7666550623333102,0.9495704209630139,0,1.0160158156275063,0,0,1.1238033107717305,0.6368418074279397,1.033218462618032,0,0,0,0.14751710526631484,0
0.6341940299078407,1.0977306097310764,0.23764576525454117,0.4039704255537561,-0.15702650517424185,-0.13951046606786838,1.0949479967016311,0.6444253930177838,0.954226005935444,0.7776038392510639,0,0.17902698893973046,0,-0.3333734593940853
0.5510893594585002,0.80713335674588,0.8071332213264386,1.0361493100589578,-0.49924635844523124,-0.5370303078857057,0.07578557531820815,0.9908964629411321,0.9056668676537604,0.8669208876052036,0,0,0,0.12796734460995537
0.47659616491501144,0.6059227488698256,0.38668584140326523,0.7081032645965714,-0.23431878160710598,-0.9162752731305722,0.34583660054279386,0.6841571238483135,0.870395184183673,0.5239620002213171,0.3863559012605419,0,0.8610863247971028,0
0.8738182146095007,1.1452253477527266,0.48854987047140874,0.8569697090540618,0,0,0,0,0.7116736313180538,0.9059065708912485,0,0.6697148169738684,0.7427294506677576,0
0.5819257766375731,1.2795288785015542,0.7022516978328777,0.5884611860103062,0.37378266298377655,-0.22492501430216366,1.0212699876246947,0.39904189135432555,0.5675301614427948,0.38185663034385964,0.03817570657577866,0.4102711331069269,0.7887753931387789,0.21093807788366445
0.8352710369920927,1.0244391981664884,0.759445051130617,0.7798304566799928,0.20448924736895155,0.24231005766037103,0.7448654830733727,0.3841947592363271,0.6118816002011941,0.6880953148563043,0.5452629423874064,0.6063063245813308,0.380025903190964,-0.22109662416829878
0.6055555284023469,0.7240149687326366,0.3262442806918093,0.6766634365390466,0.28032837424534646,-0.14734498192215212,0.5857216790001353,0.724334208639068,0.7866172810768296,0.41541693690575526,0.667634384702772,0.5114899124535918,0.4279179167452944,0.20626929890435283
-0.1260682115899318,1.465260294697299,0.7507956438749269,0.5164656961020241,1.2154577552639538,0.5915575298186304,1.335553816019054,-0.7449326268397835,-0.3698987314283661,0,-0.673563771284943,0.03795052252718168,0.564392857991241,-0.03668165318583139
0.32710625478596905,1.5607393246806525,0.9213127694788409,0.5021995337571572,0.6815082463851005,-1.0055244709296887,1.201649761047645,-0.18157482546747702,0.13798673272353165,-0.007034032053539384,-1.6772226852967933,0.37073397402746444,0.4604312892047174,0
0.37266865628694573,1.6631847032420977,1.0027106409169786,0.8133840103696701,0.8486022701920163,0,0.85823200149206,0.10859952239151505,0.3681458790514278,0.029737157701664657,-1.3171151767134266,1.080022347082934,1.6030186039564756,0
1.1385510435899082,1.1417570886942345,0.9430588158045967,0.8665425819492434,0.7853243528982805,1.1512568331613058,1.5292621225119523,0,1.0729602207982645,1.1323068636482048,0.19083854617288468,0,0,0
0.68166790300604585,1.8993925608181574,0.9729844203345377,0.787620843389645,1.3205078675260324,0.9289630349658091,1.6125418661016702,0.6876570903961959,0.6259083221427348,0.7985589437021738,0.046790056672201714,0.6106389800728137,0.2296813304794462,-0.3664133919953455
0.8890163753901927,1.3901817829491097,1.3763360392854838,1.086319175960606,0.7101791609045757,0.30678025307774165,2.19486316084683,0.1289524478473854,-0.07163129199667188,0.3016640368476539,0,0.5432098997753685,0.8280781710805587,0
0.6402845187940274,1.9068192687388148,1.292849895266958,1.3312735148779005,1.2840925518962172,0.7725727473305116,1.1332302580356162,0.47519494635711335,0.6800333061599946,0.24843479630089804,-0.16767953533826108,0.8661991122100348,0.35468647305999745,0.7927370964089004
0.8563169307348171,2.0916625231978094,1.7733968602204395,1.5230964503013313,1.3807728916298265,0.9348568487651149,1.450973129431935,0,0.6439451240173039,0.25555566928244156,0,0,0,0
1.256371880066442,1.7018751376017096,1.1264164473560774,1.1963047127629927,2.260656103396852,0.5118833609788743,1.8674262898029719,0.9264438559252826,0.9077797635434092,1.1874637794051257,-1.469954061572609,1.3604567237102874,1.60842173689447,0.5363524826082702
0.7547571293794264,1.6743903969545766,0.8416858196100326,0.8972720891630804,1.5136360130331257,0.6469109564314209,1.8724441000167829,0.5078819016098514,0.5363470513181758,0.8041975161902031,-1.2783047724629029,0.9059553801165692,1.0438418986617606,-0.020340562083693586
0.7020168118208202,1.1724091190813242,0.43440521442384933,0.6683038030396217,0.4123985489375742,0.6389125625883929,1.0664077812253292,0.727738108839337,0.7257375530814654,0.6495912699240246,-1.4796868122238958,0.5244287091966159,1.1729446868658184,0.74620046624747
1.0137184538193629,1.2065076724984498,1.295151671831249,0.9692389898566633,1.2793365812696533,0.10671601817209768,1.155875290653568,0.464161243399162,0.6252512131807733,0.978641692752059,-1.7689894138205067,-0.2871424590880488,1.2540279174128135,0.332404523020863
