AM,OF,IAM,IBM,RootTip,Cotyledon,Hypocotyl,SAM6D,SAM17D,SAM38D,Callus,Leaf,Root,Nodule
2.028550167752914,1.621677498666296,1.9552390361901821,1.9501203634666764,0.5938013750903627,1.4079169234995574,1.5853952871160346,1.8763149973384157,2.462901891404859,2.0022787692354758,1.4145959826077523,0,0,0
1.8929915018116494,1.960628873806026,2.0105591157831504,1.9815768067610657,0.1957748785562468,1.4720747741667082,1.2783831040571503,1.5831850872401727,2.3757126800653903,1.8816878836126665,0.7816317446444806,0.5652289804054503,0.2058872178985607,0
1.768516030327391,1.9591166953189063,1.7397584025436197,1.6993008888234775,1.4130954970358145,0.9339002280141526,1.7110740527022335,1.9008100142356845,1.7356587308182139,1.629083643808909,0.8050335533654646,0,0,0
1.6222462155358979,1.1987068905291083,1.369547520583606,1.7429580250363799,0.6269982920581635,1.45118303779002,1.2724143580657326,1.742180107210925,1.4258738448489792,1.4894354933553293,0.7995785189820169,0,0,-0.6650780262742771
1.3524571562937757,1.554499263138683,1.3167135276793607,1.4262034213023933,1.20743206236325,0.605290389802107,1.9480116889560104,1.3993510644637348,1.4234855219700946,1.4637897907447277,1.2484633989375817,0.7901367605982367,0,0
1.423204048544811,1.3264611941597038,1.525122143460467,1.654333283305165,0.9637890546977911,0.9280337722223749,1.1430218301438482,1.7293537477044743,1.8951225140142993,1.445213614068623,1.0027527622810668,0.7648982843815993,0,0.14424283438974775
1.343786433009182,1.209007880817757,1.3223029814212377,1.3588676158241104,1.0851038664129258,1.1818445022479827,1.3054145095542626,1.467647745168661,1.5304242178055296,1.2349408683152632,1.2513505176064208,0,0,0
1.384044960920559,1.2236745542354557,1.2970668584579257,1.3806503085594093,0.918622210254817,1.2245200102680962,1.4071692812564927,1.2945734417769397,1.555715444707872,1.250156393406482,1.146140816156365,0.4019477171949537,0.6060256139623704,-0.08888875400449069
1.3168659771553681,1.7232996674431995,1.375505392234882,1.287025193637517,0.5332212810495874,1.1836477290203178,1.7180527468361138,0.9412746428178831,1.030023748229353,1.2253712418220337,1.4942212364043903,0.6649934050534814,0.5116237757584993,-0.14176005298898145
1.414422313137803,1.4212405632418734,1.1549141721748717,1.3163757704225176,0.9752297341456284,1.3531405950869548,1.3194790174456466,1.45448317833737,1.4001644391414616,1.3127734037159973,1.062298716825343,1.4262984049143523,0.7376228265456408,0.0031627142574993526
